1	17031010100
2	17031010201
3	17031010202
4	17031010300
5	17031010400
6	17031010501
7	17031010502
8	17031010503
9	17031010600
10	17031010701
11	17031010702
12	17031020100
13	17031020200
14	17031020301
15	17031020302
16	17031020400
17	17031020500
18	17031020601
19	17031020602
20	17031020701
21	17031020702
22	17031020801
23	17031020802
24	17031020901
25	17031020902
26	17031030101
27	17031030102
28	17031030103
29	17031030104
30	17031030200
31	17031030300
32	17031030400
33	17031030500
34	17031030601
35	17031030603
36	17031030604
37	17031030701
38	17031030702
39	17031030703
40	17031030706
41	17031030800
42	17031030900
43	17031031000
44	17031031100
45	17031031200
46	17031031300
47	17031031400
48	17031031501
49	17031031502
50	17031031700
51	17031031800
52	17031031900
53	17031032100
54	17031040100
55	17031040201
56	17031040202
57	17031040300
58	17031040401
59	17031040402
60	17031040600
61	17031040700
62	17031040800
63	17031040900
64	17031050100
65	17031050200
66	17031050300
67	17031050500
68	17031050600
69	17031050700
70	17031050800
71	17031050900
72	17031051000
73	17031051100
74	17031051200
75	17031051300
76	17031051400
77	17031060100
78	17031060200
79	17031060300
80	17031060400
81	17031060500
82	17031060800
83	17031060900
84	17031061000
85	17031061100
86	17031061200
87	17031061500
88	17031061800
89	17031061901
90	17031061902
91	17031062000
92	17031062100
93	17031062200
94	17031062300
95	17031062400
96	17031062500
97	17031062600
98	17031062700
99	17031062800
100	17031062900
101	17031063000
102	17031063100
103	17031063200
104	17031063301
105	17031063302
106	17031063303
107	17031063400
108	17031070101
109	17031070102
110	17031070103
111	17031070200
112	17031070300
113	17031070400
114	17031070500
115	17031070600
116	17031070700
117	17031071000
118	17031071100
119	17031071200
120	17031071300
121	17031071400
122	17031071500
123	17031071600
124	17031071700
125	17031071800
126	17031080100
127	17031080201
128	17031080202
129	17031080300
130	17031080400
131	17031081000
132	17031081100
133	17031081201
134	17031081202
135	17031081300
136	17031081401
137	17031081402
138	17031081403
139	17031081500
140	17031081600
141	17031081700
142	17031081800
143	17031081900
144	17031090100
145	17031090200
146	17031090300
147	17031100100
148	17031100200
149	17031100300
150	17031100400
151	17031100500
152	17031100600
153	17031100700
154	17031110100
155	17031110200
156	17031110300
157	17031110400
158	17031110501
159	17031110502
160	17031120100
161	17031120200
162	17031120300
163	17031120400
164	17031130100
165	17031130200
166	17031130300
167	17031140100
168	17031140200
169	17031140301
170	17031140302
171	17031140400
172	17031140500
173	17031140601
174	17031140602
175	17031140701
176	17031140702
177	17031140800
178	17031150200
179	17031150300
180	17031150401
181	17031150402
182	17031150501
183	17031150502
184	17031150600
185	17031150700
186	17031150800
187	17031151001
188	17031151002
189	17031151100
190	17031151200
191	17031160100
192	17031160200
193	17031160300
194	17031160400
195	17031160501
196	17031160502
197	17031160601
198	17031160602
199	17031160700
200	17031160800
201	17031160900
202	17031161000
203	17031161100
204	17031161200
205	17031161300
206	17031170100
207	17031170200
208	17031170300
209	17031170400
210	17031170500
211	17031170600
212	17031170700
213	17031170800
214	17031170900
215	17031171000
216	17031171100
217	17031180100
218	17031190100
219	17031190200
220	17031190300
221	17031190401
222	17031190402
223	17031190601
224	17031190602
225	17031190701
226	17031190702
227	17031190800
228	17031190900
229	17031191000
230	17031191100
231	17031191200
232	17031191301
233	17031191302
234	17031200100
235	17031200200
236	17031200300
237	17031200401
238	17031200402
239	17031210100
240	17031210400
241	17031210501
242	17031210502
243	17031210601
244	17031210602
245	17031210700
246	17031210800
247	17031210900
248	17031220300
249	17031220400
250	17031220500
251	17031220601
252	17031220602
253	17031220701
254	17031220702
255	17031220901
256	17031220902
257	17031221000
258	17031221100
259	17031221200
260	17031221300
261	17031221400
262	17031221500
263	17031221600
264	17031222200
265	17031222500
266	17031222600
267	17031222700
268	17031222800
269	17031222900
270	17031230100
271	17031230200
272	17031230300
273	17031230400
274	17031230500
275	17031230600
276	17031230700
277	17031230800
278	17031230900
279	17031231100
280	17031231200
281	17031231500
282	17031240200
283	17031240300
284	17031240500
285	17031240600
286	17031240700
287	17031240800
288	17031240900
289	17031241000
290	17031241100
291	17031241200
292	17031241300
293	17031241400
294	17031241500
295	17031241600
296	17031242000
297	17031242100
298	17031242200
299	17031242300
300	17031242400
301	17031242500
302	17031242600
303	17031242700
304	17031242800
305	17031242900
306	17031243000
307	17031243100
308	17031243200
309	17031243300
310	17031243400
311	17031243500
312	17031250200
313	17031250300
314	17031250400
315	17031250500
316	17031250600
317	17031250700
318	17031250800
319	17031251000
320	17031251100
321	17031251200
322	17031251300
323	17031251400
324	17031251500
325	17031251600
326	17031251700
327	17031251800
328	17031251900
329	17031252000
330	17031252101
331	17031252102
332	17031252201
333	17031252202
334	17031260100
335	17031260200
336	17031260300
337	17031260400
338	17031260500
339	17031260600
340	17031260700
341	17031260800
342	17031260900
343	17031261000
344	17031270500
345	17031271200
346	17031271300
347	17031271400
348	17031271500
349	17031271800
350	17031280100
351	17031280400
352	17031280800
353	17031280900
354	17031281900
355	17031282700
356	17031282800
357	17031283100
358	17031283200
359	17031283800
360	17031290900
361	17031291200
362	17031291600
363	17031292200
364	17031292400
365	17031292500
366	17031300500
367	17031300600
368	17031300700
369	17031300800
370	17031300900
371	17031301100
372	17031301200
373	17031301600
374	17031301701
375	17031301702
376	17031301801
377	17031301802
378	17031301803
379	17031310200
380	17031310300
381	17031310400
382	17031310500
383	17031310600
384	17031310700
385	17031310800
386	17031310900
387	17031320101
388	17031320102
389	17031320400
390	17031320600
391	17031330101
392	17031330102
393	17031330103
394	17031330200
395	17031340300
396	17031340400
397	17031340500
398	17031340600
399	17031350100
400	17031350400
401	17031351000
402	17031351100
403	17031351400
404	17031351500
405	17031360200
406	17031380100
407	17031380200
408	17031380600
409	17031381200
410	17031381400
411	17031381500
412	17031381800
413	17031381900
414	17031390100
415	17031390200
416	17031390300
417	17031390400
418	17031390500
419	17031390600
420	17031390700
421	17031400300
422	17031400400
423	17031400500
424	17031400800
425	17031410100
426	17031410200
427	17031410500
428	17031410600
429	17031410700
430	17031410800
431	17031410900
432	17031411000
433	17031411100
434	17031411200
435	17031420100
436	17031420200
437	17031420300
438	17031420400
439	17031420500
440	17031420600
441	17031420700
442	17031420800
443	17031421200
444	17031430101
445	17031430102
446	17031430200
447	17031430300
448	17031430400
449	17031430500
450	17031430600
451	17031430700
452	17031430800
453	17031430900
454	17031431200
455	17031431301
456	17031431302
457	17031431400
458	17031440101
459	17031440102
460	17031440201
461	17031440202
462	17031440300
463	17031440600
464	17031440700
465	17031440800
466	17031440900
467	17031450300
468	17031460100
469	17031460200
470	17031460301
471	17031460302
472	17031460400
473	17031460500
474	17031460800
475	17031461000
476	17031470100
477	17031480100
478	17031480200
479	17031480300
480	17031480400
481	17031480500
482	17031490200
483	17031490500
484	17031490600
485	17031490700
486	17031490800
487	17031490901
488	17031490902
489	17031491000
490	17031491100
491	17031491200
492	17031491300
493	17031491400
494	17031500100
495	17031500200
496	17031500300
497	17031510100
498	17031510200
499	17031510300
500	17031520100
501	17031520200
502	17031520300
503	17031520400
504	17031520500
505	17031520600
506	17031530100
507	17031530200
508	17031530300
509	17031530400
510	17031530501
511	17031530502
512	17031530503
513	17031530600
514	17031540101
515	17031540102
516	17031550100
517	17031550200
518	17031560100
519	17031560200
520	17031560300
521	17031560400
522	17031560700
523	17031560800
524	17031560900
525	17031561000
526	17031561100
527	17031570100
528	17031570200
529	17031570300
530	17031570400
531	17031570500
532	17031580100
533	17031580200
534	17031580300
535	17031580400
536	17031580501
537	17031580502
538	17031580600
539	17031580700
540	17031580800
541	17031590500
542	17031590600
543	17031590700
544	17031600400
545	17031600600
546	17031600700
547	17031600900
548	17031610300
549	17031610400
550	17031610800
551	17031611200
552	17031611300
553	17031611400
554	17031611500
555	17031611600
556	17031611700
557	17031611800
558	17031611900
559	17031612000
560	17031612100
561	17031612200
562	17031620100
563	17031620200
564	17031620300
565	17031620400
566	17031630300
567	17031630400
568	17031630500
